id,isbn13,title,authors,published_year,page_count,language,description,avg_rating,rating_count,category
068,9780762431069,Body Language,Suzanne Brockmann,1905,279,en,"Roaring into Phoenix on his motorcycle, photographer Clint McCade agrees to help his longtime friend and confidante, Sandy Kirk, motivate a prospective lover with a pretended romance, but before long, the pretense edges into reality. Reprint.","0,1",562,Fiction
069,9780544101579,Secrets of Surrender,Madeline Hunter,1905,372,en,"Destined to be sold off to the highest bidder after her reputation is irrevocably destroyed by a family scandal, Roselyn Longworth finds herself in the hands of Kyle Bradwell, the one man who knows her most intimate secrets and now demands her complete surrender. Original.","4,4",728,Fiction
070,9780307272119,The Audacity of Hope,Barack Obama,2007,350,en,"#1 NEW YORK TIMES BESTSELLER • Barack Obama’s lucid vision of America’s place in the world and call for a new kind of politics that builds upon our shared understandings as Americans, based on his years in the Senate “In our lowdown, dispiriting era, Obama’s talent for proposing humane, sensible solutions with uplifting, elegant prose does fill one with hope.”—Michael Kazin, The Washington Post In July 2004, four years before his presidency, Barack Obama electrified the Democratic National Convention with an address that spoke to Americans across the political spectrum. One phrase in particular anchored itself in listeners’ minds, a reminder that for all the discord and struggle to be found in our history as a nation, we have always been guided by a dogged optimism in the future, or what Obama called “the audacity of hope.” The Audacity of Hope is Barack Obama’s call for a different brand of politics—a politics for those weary of bitter partisanship and alienated by the “endless clash of armies” we see in congress and on the campaign trail; a politics rooted in the faith, inclusiveness, and nobility of spirit at the heart of “our improbable experiment in democracy.” He explores those forces—from the fear of losing to the perpetual need to raise money to the power of the media—that can stifle even the best-intentioned politician. He also writes, with surprising intimacy and self-deprecating humor, about settling in as a senator, seeking to balance the demands of public service and family life, and his own deepening religious commitment. At the heart of this book is Barack Obama’s vision of how we can move beyond our divisions to tackle concrete problems. He examines the growing economic insecurity of American families, the racial and religious tensions within the body politic, and the transnational threats—from terrorism to pandemic—that gather beyond our shores. And he grapples with the role that faith plays in a democracy—where it is vital and where it must never intrude. Underlying his stories is a vigorous search for connection: the foundation for a radically hopeful political consensus. Only by returning to the principles that gave birth to our Constitution, Obama says, can Americans repair a political process that is broken, and restore to working order a government that has fallen dangerously out of touch with millions of ordinary Americans. Those Americans are out there, he writes—“waiting for Republicans and Democrats to catch up with them.”","0,1",353,Biography & Autobiography
071,9780061251320,Marley & Me Illustrated Edition,John Grogan,2006,350,en,"This beautiful illustrated gift edition features: a beautiful cloth cover a unique dog leash bookmark ribbon full-color photos throughout a special note from the author the newspaper column that started it all.... A Gift from the Heart, A Treasure for All Time John Grogan touched our hearts with his #1 New York Times bestseller Marley & Me, the unforgettable story of a family in the making and the wondrously neurotic dog who taught them what really matters in life. Lavishly illustrated with never-before-published photographs, this special edition includes a personal message from John Grogan as well as his original Philadelphia Inquirer column that inspired the book. The heartwarming story that has made millions laugh and cry is now a wonderful keepsake for those who love Marley and for those who have yet to meet him.","0,5",90,Pets
072,9780316295048,Lone Survivor,Marcus Luttrell,2008,416,en,"Four US Navy SEALS departed one clear night in early July, 2005 for the mountainous Afghanistan-Pakistan border for a reconnaissance mission. Their task was to document the activity of an al Qaeda leader rumored to be very close to Bin Laden with a small army in a Taliban stronghold. Five days later, only one of those Navy SEALS made it out alive. This is the story of the only survivor of Operation Redwing, SEAL fire team leader Marcus Luttrell, and the extraordinary firefight that led to the largest loss of life in American Navy SEAL history. His squadmates fought valiantly beside him until he was the only one left alive, blasted by an RPG into a place where his pursuers could not find him. Over the next four days, terribly injured and presumed dead, Luttrell crawled for miles through the mountains and was taken in by sympathetic villagers who risked their lives to keep him safe from surrounding Taliban warriors. A born and raised Texan, Marcus Luttrell takes us from the rigors of SEAL training, where he and his fellow SEALs discovered what it took to join the most elite of the American special forces, to a fight in the desolate hills of Afghanistan for which they never could have been prepared. His account of his squadmates' heroism and mutual support renders an experience that is both heartrending and life-affirming. In this rich chronicle of courage and sacrifice, honor and patriotism, Marcus Luttrell delivers a powerful narrative of modern war.","2,6",219,Biography & Autobiography
073,9781451617528,Dreams from My Father,Barack Obama,2004,466,en,"#1 NEW YORK TIMES BESTSELLER • ONE OF ESSENCE’S 50 MOST IMPACTFUL BLACK BOOKS OF THE PAST 50 YEARS In this iconic memoir of his early days, Barack Obama “guides us straight to the intersection of the most serious questions of identity, class, and race” (The Washington Post Book World). “Quite extraordinary.”—Toni Morrison In this lyrical, unsentimental, and compelling memoir, the son of a black African father and a white American mother searches for a workable meaning to his life as a black American. It begins in New York, where Barack Obama learns that his father—a figure he knows more as a myth than as a man—has been killed in a car accident. This sudden death inspires an emotional odyssey—first to a small town in Kansas, from which he retraces the migration of his mother’s family to Hawaii, and then to Kenya, where he meets the African side of his family, confronts the bitter truth of his father’s life, and at last reconciles his divided inheritance. Praise for Dreams from My Father “Beautifully crafted . . . moving and candid . . . This book belongs on the shelf beside works like James McBride’s The Color of Water and Gregory Howard Williams’s Life on the Color Line as a tale of living astride America’s racial categories.”—Scott Turow “Provocative . . . Persuasively describes the phenomenon of belonging to two different worlds, and thus belonging to neither.”—The New York Times Book Review “Obama’s writing is incisive yet forgiving. This is a book worth savoring.”—Alex Kotlowitz, author of There Are No Children Here “One of the most powerful books of self-discovery I’ve ever read, all the more so for its illuminating insights into the problems not only of race, class, and color, but of culture and ethnicity. It is also beautifully written, skillfully layered, and paced like a good novel.”—Charlayne Hunter-Gault, author of In My Place “Dreams from My Father is an exquisite, sensitive study of this wonderful young author’s journey into adulthood, his search for community and his place in it, his quest for an understanding of his roots, and his discovery of the poetry of human life. Perceptive and wise, this book will tell you something about yourself whether you are black or white.”—Marian Wright Edelman","4,8",430,Biography & Autobiography
074,9780060852566,"Animal, Vegetable, Miracle","Barbara Kingsolver, Camille Kingsolver, Steven L. Hopp",2008,400,en,"Author Barbara Kingsolver and her family abandoned the industrial-food pipeline to live a rural life—vowing that, for one year, they’d only buy food raised in their own neighborhood, grow it themselves, or learn to live without it. Part memoir, part journalistic investigation, Animal, Vegetable, Miracle is an enthralling narrative that will open your eyes in a hundred new ways to an old truth: You are what you eat.","3,4",531,Biography & Autobiography
075,9780307265630,The Omnivore's Dilemma,Michael Pollan,2007,350,en,"""Outstanding . . . a wide-ranging invitation to think through the moral ramifications of our eating habits."" —The New Yorker One of the New York Times Book Review's Ten Best Books of the Year and Winner of the James Beard Award Author of How to Change Your Mind and the #1 New York Times Bestseller In Defense of Food and Food Rules What should we have for dinner? Ten years ago, Michael Pollan confronted us with this seemingly simple question and, with The Omnivore’s Dilemma, his brilliant and eye-opening exploration of our food choices, demonstrated that how we answer it today may determine not only our health but our survival as a species. In the years since, Pollan’s revolutionary examination has changed the way Americans think about food. Bringing wide attention to the little-known but vitally important dimensions of food and agriculture in America, Pollan launched a national conversation about what we eat and the profound consequences that even the simplest everyday food choices have on both ourselves and the natural world. Ten years later, The Omnivore’s Dilemma continues to transform the way Americans think about the politics, perils, and pleasures of eating.","3,2",654,Health & Fitness
076,9780544002692,The Innocent Man,John Grisham,1905,458,en,"Presents the real-life case of Ron Williamson, a mentally ill former baseball player who was wrongfully convicted and sentenced to death for the 1982 murder of a 21-year-old woman in his Oklahoma hometown.","1,3",744,Social Science
077,9780547858197,Such a Pretty Fat,Jen Lancaster,2008,401,en,"A NOTE FROM JEN LANCASTER: ""To whom the fat rolls…I'm tired of books where a self-loathing heroine is teased to the point where she starves herself skinny in hopes of a fabulous new life. And I hate the message that women can't possibly be happy until we all fit into our skinny jeans. I don't find these stories uplifting; they make me want to hug these women and take them out for fizzy champagne drinks and cheesecake and explain to them that until they figure out their insides, their outsides don't matter. Unfortunately, being overweight isn't simply a societal issue that can be fixed with a dose healthy of positive self-esteem. It’s a health matter, and here on the eve of my fortieth year, I've learned I have to make changes so I don't, you know, die. Because what good is finally being able to afford a pedicure if I lose a foot to adult onset diabetes?"" Watch a QuickTime trailer for this book.","4,1",67,Biography & Autobiography
078,9780399162596,Into the Wild,Jon Krakauer,1905,228,en,"In April 1992, a young man from a well-to-do family hitchhikes to Alaska and walks alone into the wilderness north of Mt. McKinley. Four months later, his decomposed body is found by a moose hunter. How Chris McCandless came to die is the unforgettable story of Into the Wild.","4,7",682,Biography & Autobiography
079,9780805093063,Einstein,Walter Isaacson,2008,704,en,"From Isaacson, the bestselling author of ""Benjamin Franklin,"" comes the first full biography of Albert Einstein since all his papers have become available--a fully realized portrait of a premier icon of his era.","4,7",885,Biography & Autobiography
080,9780805098549,Infidel,Ayaan Hirsi Ali,2008,385,en,"In this profoundly affecting memoir from the internationally renowned author of The Caged Virgin, Ayaan Hirsi Ali tells her astonishing life story, from her traditional Muslim childhood in Somalia, Saudi Arabia, and Kenya, to her intellectual awakening and activism in the Netherlands, and her current life under armed guard in the West. One of today's most admired and controversial political figures, Ayaan Hirsi Ali burst into international headlines following an Islamist's murder of her colleague, Theo van Gogh, with whom she made the movie Submission. Infidel is the eagerly awaited story of the coming of age of this elegant, distinguished -- and sometimes reviled -- political superstar and champion of free speech. With a gimlet eye and measured, often ironic, voice, Hirsi Ali recounts the evolution of her beliefs, her ironclad will, and her extraordinary resolve to fight injustice done in the name of religion. Raised in a strict Muslim family and extended clan, Hirsi Ali survived civil war, female mutilation, brutal beatings, adolescence as a devout believer during the rise of the Muslim Brotherhood, and life in four troubled, unstable countries largely ruled by despots. In her early twenties, she escaped from a forced marriage and sought asylum in the Netherlands, where she earned a college degree in political science, tried to help her tragically depressed sister adjust to the West, and fought for the rights of Muslim immigrant women and the reform of Islam as a member of Parliament. Even though she is under constant threat -- demonized by reactionary Islamists and politicians, disowned by her father, and expelled from her family and clan -- she refuses to be silenced. Ultimately a celebration of triumph over adversity, Hirsi Ali's story tells how a bright little girl evolved out of dutiful obedience to become an outspoken, pioneering freedom fighter. As Western governments struggle to balance democratic ideals with religious pressures, no story could be timelier or more significant.","2,1",505,Biography & Autobiography
081,9780345804839,Tick Tock,"James Patterson, Michael Ledwidge",2011,337,en,"NYC's #1 detective, Michael Bennett, has a huge problem-the Son of Sam, the Werewolf of Wisteria and the Mad Bomber are all back. The city has never been more terrified! When a rash of horrifying crimes tears through the city, the city calls on Detective Michael Bennett, pulling him away from a seaside retreat with his ten adopted children. Not only does it tear apart their vacation, it leaves the entire family open to attack. Immediately, it becomes clear that the crimes are not the work of an amateur, but of a calculating, efficient, and deadly mastermind. Bennett enlists the help of a former colleague, FBI Agent Emily Parker. As his affection for Emily grows into something stronger, his relationship with the nanny takes an unexpected turn. All too soon, another appalling crime leads Bennett to a shocking discovery that exposes the killer's pattern and the earth-shattering enormity of his plan. From the creator of the #1 New York detective series comes the most volatile and most explosive Michael Bennett novel ever.","4,7",968,Fiction
082,9780312368050,The Girl Who Kicked the Hornet's Nest,Stieg Larsson,2010,577,en,"#1 NATIONAL BESTSELLER • In this “thoroughly gripping” (New York Times) continuation of the Girl with the Dragon Tattoo series, Lisbeth Salander lies in critical condition in a Swedish hospital, a bullet in her head. But she's fighting for her life in more ways than one: if and when she recovers, she'll stand trial for three murders. • Also known as the Millennium series In the next installment of the Millennium series, with the help of Mikael Blomkvist, Salander will need to identify those in authority who have allowed the vulnerable, like herself, to suffer abuse and violence. And, on her own, she'll seek revenge—against the man who tried to kill her and against the corrupt government institutions that nearly destroyed her life. Look for the latest book in the Girl with the Dragon Tattoo series, The Girl in the Eagle's Talons, coming soon!","0,9",900,Fiction
083,9780425221150,The Confession,John Grisham,2010,433,en,"#1 NEW YORK TIMES BESTSELLER • An innocent man is about to be executed. Only a guilty man can save him. In 1998, in the small East Texas city of Sloan, Travis Boyette abducted, raped, and strangled a popular high school cheerleader. He buried her body so that it would never be found, then watched in amazement as police and prosecutors arrested and convicted Donté Drumm, a local football star, and marched him off to death row. Now nine years have passed. Travis has just been paroled in Kansas for a different crime; Donté is four days away from his execution. Travis suffers from an inoperable brain tumor. For the first time in his miserable life, he decides to do what’s right and confess. But how can a guilty man convince lawyers, judges, and politicians that they’re about to execute an innocent man? Don’t miss John Grisham’s new book, THE EXCHANGE: AFTER THE FIRM!","3,6",955,Fiction
084,9780345502728,Room,Emma Donoghue,2010,336,en,"The award-winning bestseller that became one of the most talked about and memorable novels of the decade, Room is ""utterly gripping...a heart-stopping novel"" (San Francisco Chronicle). Held captive for years in a small shed, a woman and her precocious young son finally gain their freedom, and the boy experiences the outside world for the first time. To five-year-old-Jack, Room is the world. It's where he was born, it's where he and his Ma eat and sleep and play and learn. At night, his Ma shuts him safely in the wardrobe, where he is meant to be asleep when Old Nick visits. Room is home to Jack, but to Ma it's the prison where she has been held for seven years. Through her fierce love for her son, she has created a life for him in this eleven-by-eleven-foot space. But with Jack's curiosity building alongside her own desperation, she knows that Room cannot contain either much longer. Room is a tale at once shocking, riveting, exhilarating — a story of unconquerable love in harrowing circumstances, and of the diamond-hard bond between a mother and her child.","1,3",461,Fiction
085,9780316614351,Cross Fire,James Patterson,2010,384,en,"Alex Cross encounters his most explosive case ever as a D. C. assassin picks off politicians . . . and his most deadly enemy is waiting to kill everyone he loves. Detective Alex Cross and Bree's wedding plans are put on hold when Alex is called to the scene of the perfectly executed assassination of two of Washington D.C.'s most corrupt: a dirty congressmen and an underhanded lobbyist. Next, the elusive gunman begins picking off other crooked politicians, sparking a blaze of theories: is the marksman a hero or a vigilante? The case explodes, and the FBI assigns agent Max Siegel to the investigation. As Alex and Siegel battle over jurisdiction, the murders continue-and they won't stop until Cross and his family are gone for good. With a supercharged blend of action, deception, and suspense, Cross Fire is James Patterson's most visceral and exciting Alex Cross novel ever.","3,4",539,Fiction
086,9781416562450,Strategic Moves,Stuart Woods,2011,257,en,"In this New York Times bestseller from Stuart Woods, Stone Barrington gets a big payday and gets set up for an even bigger fall... Stone Barrington is enjoying his usual dinner at Elaine’s when his boss at Woodman & Weld, the law firm where Stone is “of counsel,” walks in, sits down and hands Stone a check for one million dollars. It seems Stone’s undercover dealings with MI6 had brought in a big new client for the firm, and they’re willing to pay Stone a huge bonus and make him a partner. But almost as soon as he’s taken the deal, Stone gets wind of an impending scandal that might torpedo his big promotion: it seems the lucrative new client he’s introduced to the firm might be a devil in disguise...",1,661,Fiction
087,9781416549000,Secrets to the Grave,Tami Hoag,2010,341,en,"A second violent crime shocks the small town of Oak Knoll in this “chilling” (USA Today) thriller from #1 New York Times bestselling author Tami Hoag. California, 1986—A 911 call from a small child sends the idyllic town of Oak Knoll into a tailspin. Then a brutal crime scene is discovered: the body of Marissa Fordham with her young daughter, Haley, injured but alive. Sheriff’s detective Tony Mendez faces a puzzle with nothing but pieces that won’t fit. To assist with his witness, Haley, he calls teacher-turned-child advocate Anne Leone, who’s already the star witness in a sensational murder trial. As Tony and Anne begin to peel back the layers of Marissa Fordham’s life, they find a clue fragment here, another there. And just when it seems Marissa has taken her secrets to the grave, they uncover a fact that puts Anne and Haley directly in the sights of a killer: Marissa Fordham never existed.","2,8",902,Fiction
088,9780545852500,Hell's Corner,David Baldacci,2010,448,en,"Before he can lead a covert mission on the orders of the President, a former CIA assassin must track down the source of a terrorist attack and navigate a shadowy world of betrayal and political secrets in this #1 New York Times bestselling thriller. John Carr, aka Oliver Stone-once the most skilled assassin his country ever had-stands in Lafayette Park in front of the White House. Inside, the British prime minister is being honored at a state dinner. Then, just as the prime minister's motorcade leaves, a bomb explodes in the park, and in the chaotic aftermath Stone is given an urgent assignment: find those responsible. British MI-6 agent Mary Chapman becomes his partner in the search for the unknown attackers. But their opponents are elusive, skilled, and increasingly lethal. Worst of all, the park bombing may have been only the opening salvo in their plan. With nowhere else to turn, Stone enlists the help of the only people he knows he can trust: the Camel Club.",5,54,Fiction
089,9780399252518,The Lost Symbol,Dan Brown,2009,530,en,"#1 WORLDWIDE BESTSELLER • An intelligent, lightning-paced thriller set within the hidden chambers, tunnels, and temples of Washington, D.C., with surprises at every turn. • Don’t miss the Peacock original series Dan Brown’s The Lost Symbol! “Impossible to put down.... Another mind-blowing Robert Langdon story.” —The New York Times Famed Harvard symbologist Robert Langdon answers an unexpected summons to appear at the U.S. Capitol Building. His plans are interrupted when a disturbing object—artfully encoded with five symbols—is discovered in the building. Langdon recognizes in the find an ancient invitation into a lost world of esoteric, potentially dangerous wisdom. When his mentor Peter Solomon—a long-standing Mason and beloved philanthropist—is kidnapped, Langdon realizes that the only way to save Solomon is to accept the mystical invitation and plunge headlong into a clandestine world of Masonic secrets, hidden history, and one inconceivable truth ... all under the watchful eye of Dan Brown's most terrifying villain to date.","0,3",433,Fiction
090,9780785133971,Unbroken,Laura Hillenbrand,2010,497,en,"#1 NEW YORK TIMES BESTSELLER • The incredible true story of survival and salvation that is the basis for two major motion pictures: Unbroken and Unbroken: Path to Redemption. “Extraordinarily moving . . . a powerfully drawn survival epic.”—The Wall Street Journal Hailed as the top nonfiction book of the year by Time magazine • Winner of the Los Angeles Times Book Prize for biography On a May afternoon in 1943, an Army Air Forces bomber crashed into the Pacific Ocean and disappeared, leaving only a spray of debris and a slick of oil, gasoline, and blood. Then, on the ocean surface, a face appeared. It was that of a young lieutenant, the plane’s bombardier, who was struggling to a life raft and pulling himself aboard. So began one of the most extraordinary odysseys of the Second World War. The lieutenant’s name was Louis Zamperini. In boyhood, he’d been a cunning and incorrigible delinquent, breaking into houses, brawling, and fleeing his home to ride the rails. As a teenager, he had channeled his defiance into running, discovering a prodigious talent that had carried him to the Berlin Olympics and within sight of the four-minute mile. But when war had come, the athlete had become an airman, embarking on a journey that led to his doomed flight, a tiny raft, and a drift into the unknown. Ahead of Zamperini lay thousands of miles of open ocean, leaping sharks, a foundering raft, thirst and starvation, enemy aircraft, and, beyond, a trial even greater. Driven to the limits of endurance, Zamperini would answer desperation with ingenuity; suffering with hope, resolve, and humor; brutality with rebellion. His fate, whether triumph or tragedy, would be suspended on the fraying wire of his will. Laura Hillenbrand writes with the same rich and vivid narrative voice she displayed in Seabiscuit. Telling an unforgettable story of a man’s journey into extremity, Unbroken is a testament to the resilience of the human mind, body, and spirit.","0,5",915,Biography & Autobiography
091,9781401291402,a Heaven is for Real Deluxe Edition,Todd Burpo,2011,206,en,"#1 New York Times bestseller with more than 11 million copies sold! When 4-year-old Colton Burpo emerges from life-saving surgery with remarkable stories of his visit to heaven, his family doesn’t know what to believe. Heaven is For Real details what Colton saw and his family’s journey towards accepting their young son had visited the afterlife. “Do you remember the hospital, Colton?” Sonja said. “Yes, mommy, I remember,” he said. “That’s where the angels sang to me.” Colton told his parents he left his body during an emergency surgery–and proved that claim by describing exactly what his parents were doing in another part of the hospital during his operation. He talked of visiting heaven and described events that happened before he was born and how he spoke with family members he’d never met. Colton also astonished his parents with descriptions and obscure details about heaven that matched the Bible exactly, even though he had not yet learned to read. With disarming innocence and the plainspoken boldness of a child, Colton recounts his visit to heaven, describing: Meeting long-departed family members Jesus, the angels, how “really, really big” God is, and how much God loves us How Jesus called Todd, Colton’s father, to be a pastor The Battle of Armageddon Retold by his father, but using Colton’s uniquely simple words, Heaven Is for Real offers a glimpse of the world that awaits us, where as Colton says, “Nobody is old and nobody wears glasses.” Heaven Is for Real will forever change the way you think of eternity, offering the chance to see, and believe, like a child. Praise for Heaven is for Real: “A beautifully written glimpse into heaven that will encourage those who doubt and thrill those who believe.” —Ron Hall, coauthor of Same Kind of Different as Me","3,3",621,Religion
092,9781416550600,Battle Hymn of the Tiger Mother,Amy Chua,2011,219,en,"“Courageous and thought-provoking.” —David Brooks, The New York Times “Breathtakingly personal . . . [Chua’s] tale is as compelling as a good thriller.” —The Financial Times ""[F]ascinating. . . . the most stimulating book on the subject of child rearing since Dr. Spock."" —Seattle Post-Intelligencer “Chua’s memoir, Battle Hymn of the Tiger Mother, is a quick, easy read. It’s smart, funny, honest and a little heartbreaking . . .” —Chicago Sun-Times At once provocative and laugh-out-loud funny, Battle Hymn of the Tiger Mother ignited a global parenting debate with its story of one mother’s journey in strict parenting. Amy Chua argues that Western parenting tries to respect and nurture children’s individuality, while Chinese parents typically believe that arming children with skills, strong work habits, and inner confidence prepares them best for the future. Battle Hymn of the Tiger Mother chronicles Chua’s iron-willed decision to raise her daughters, Sophia and Lulu, the Chinese way – and the remarkable, sometimes heartbreaking results her choice inspires. Achingly honest and profoundly challenging, Battle Hymn of the Tiger Mother is one of the most talked-about books of our times.","3,3",793,Biography & Autobiography
093,9780310276999,Decision Points,George W. Bush,2010,546,en,"#1 NEW YORK TIMES BESTSELLER • In this candid and gripping memoir, President George W. Bush describes the critical decisions that shaped his presidency and personal life. George W. Bush served as president of the United States during eight of the most consequential years in American history. The decisions that reached his desk impacted people around the world and defined the times in which we live. Decision Points brings readers inside the Texas governor’s mansion on the night of the 2000 election, aboard Air Force One during the harrowing hours after the attacks of September 11, 2001, into the Situation Room moments before the start of the war in Iraq, and behind the scenes at the White House for many other historic presidential decisions. For the first time, we learn President Bush’s perspective and insights on: • His decision to quit drinking and the journey that led him to his Christian faith • The selection of the vice president, secretary of defense, secretary of state, Supreme Court justices, and other key officials • His relationships with his wife, daughters, and parents, including heartfelt letters between the president and his father on the eve of the Iraq War • His administration’s counterterrorism programs, including the CIA’s enhanced interrogations and the Terrorist Surveillance Program • Why the worst moment of the presidency was hearing accusations that race played a role in the federal government’s response to Hurricane Katrina, and a critical assessment of what he would have done differently during the crisis • His deep concern that Iraq could turn into a defeat costlier than Vietnam, and how he decided to defy public opinion by ordering the troop surge • His legislative achievements, including tax cuts and reforming education and Medicare, as well as his setbacks, including Social Security and immigration reform • The relationships he forged with other world leaders, including an honest assessment of those he did and didn’t trust • Why the failure to bring Osama bin Laden to justice ranks as his biggest disappointment and why his success in denying the terrorists their fondest wish—attacking America again—is among his proudest achievements A groundbreaking new brand of presidential memoir, Decision Points will captivate supporters, surprise critics, and change perspectives on eight remarkable years in American history—and on the man at the center of events.","2,7",379,Biography & Autobiography
094,9780316400732,Cleopatra,Stacy Schiff,2010,484,en,"The Pulitzer Prize-winning biographer brings to life the most intriguing woman in the history of the world: Cleopatra, the last queen of Egypt. Her palace shimmered with onyx, garnets, and gold, but was richer still in political and sexual intrigue. Above all else, Cleopatra was a shrewd strategist and an ingenious negotiator. Though her life spanned fewer than forty years, it reshaped the contours of the ancient world. She was married twice, each time to a brother. She waged a brutal civil war against the first when both were teenagers. She poisoned the second. Ultimately she dispensed with an ambitious sister as well; incest and assassination were family specialties. Cleopatra appears to have had sex with only two men. They happen, however, to have been Julius Caesar and Mark Antony, among the most prominent Romans of the day. Both were married to other women. Cleopatra had a child with Caesar and -- after his murder -- three more with his protégé. Already she was the wealthiest ruler in the Mediterranean; the relationship with Antony confirmed her status as the most influential woman of the age. The two would together attempt to forge a new empire, in an alliance that spelled their ends. Cleopatra has lodged herself in our imaginations ever since. Famous long before she was notorious, Cleopatra has gone down in history for all the wrong reasons. Shakespeare and Shaw put words in her mouth. Michelangelo, Tiepolo, and Elizabeth Taylor put a face to her name. Along the way, Cleopatra's supple personality and the drama of her circumstances have been lost. In a masterly return to the classical sources, Stacy Schiff here boldly separates fact from fiction to rescue the magnetic queen whose death ushered in a new world order. Rich in detail, epic in scope, Schiff 's is a luminous, deeply original reconstruction of a dazzling life.","4,4",136,Biography & Autobiography
095,9780312377427,The Hidden Reality,Brian Greene,2011,466,en,"The bestselling author of The Elegant Universe and The Fabric of the Cosmos tackles perhaps the most mind-bending question in modern physics and cosmology: Is our universe the only universe? There was a time when ""universe"" meant all there is. Everything. Yet, a number of theories are converging on the possibility that our universe may be but one among many parallel universes populating a vast multiverse. Here, Briane Greene, one of our foremost physicists and science writers, takes us on a breathtaking journey to a multiverse comprising an endless series of big bangs, a multiverse with duplicates of every one of us, a multiverse populated by vast sheets of spacetime, a multiverse in which all we consider real are holographic illusions, and even a multiverse made purely of math--and reveals the reality hidden within each. Using his trademark wit and precision, Greene presents a thrilling survey of cutting-edge physics and confronts the inevitable question: How can fundamental science progress if great swaths of reality lie beyond our reach? The Hidden Reality is a remarkable adventure through a world more vast and strange than anything we could have imagined.","1,5",498,Science
096,9781455578450,The Glass Castle,Jeannette Walls,2006,304,en,"THE BELOVED #1 NEW YORK TIMES BESTSELLER—FROM THE AUTHOR OF HANG THE MOON The extraordinary, one-of-a-kind, “nothing short of spectacular” (Entertainment Weekly) memoir from one of the world’s most gifted storytellers. The Glass Castle is a remarkable memoir of resilience and redemption, and a revelatory look into a family at once deeply dysfunctional and uniquely vibrant. When sober, Jeannette’s brilliant and charismatic father captured his children’s imagination, teaching them physics, geology, and how to embrace life fearlessly. But when he drank, he was dishonest and destructive. Her mother was a free spirit who abhorred the idea of domesticity and didn’t want the responsibility of raising a family. The Walls children learned to take care of themselves. They fed, clothed, and protected one another, and eventually found their way to New York. Their parents followed them, choosing to be homeless even as their children prospered. The Glass Castle is truly astonishing—a memoir permeated by the intense love of a peculiar but loyal family. The memoir was also made into a major motion picture from Lionsgate in 2017 starring Brie Larson, Woody Harrelson, and Naomi Watts.","1,5",876,Biography & Autobiography
097,9781416537311,Eat Pray Love,Elizabeth Gilbert,2007,402,en,"One of the most iconic, beloved, and bestselling books of our time from the bestselling author of City of Girls and Big Magic, Elizabeth Gilbert. Elizabeth Gilbert’s Eat Pray Love touched the world and changed countless lives, inspiring and empowering millions of readers to search for their own best selves. Now, this beloved and iconic book returns in a beautiful 10th anniversary edition, complete with an updated introduction from the author, to launch a whole new generation of fans. In her early thirties, Elizabeth Gilbert had everything a modern American woman was supposed to want—husband, country home, successful career—but instead of feeling happy and fulfilled, she was consumed by panic and confusion. This wise and rapturous book is the story of how she left behind all these outward marks of success, and set out to explore three different aspects of her nature, against the backdrop of three different cultures: pleasure in Italy, devotion in India, and on the Indonesian island of Bali, a balance between worldly enjoyment and divine transcendence.","4,6",565,Biography & Autobiography
098,9781590388983,The Memory Palace,Mira Bartok,2011,322,en,"In the tradition of The Glass Castle, two sisters confront schizophrenia in this New York Times bestselling poignant memoir about family and mental illness. Through stunning prose and original art, The Memory Palace captures the love between mother and daughter, the complex meaning of truth, and one family’s capacity for forgiveness. *A Washington Post Best Book of the Year * *The National Book Critics Circle Award Winner for Best Autobiography* “People have abandoned their loved ones for much less than you’ve been through,” Mira Bartók is told at her mother’s memorial service. It is a poignant observation about the relationship between Mira, her sister, and their mentally ill mother. Before she was struck with schizophrenia at the age of nineteen, beautiful piano protégé Norma Herr had been the most vibrant personality in the room. She loved her daughters and did her best to raise them well, but as her mental state deteriorated, Norma spoke less about Chopin and more about Nazis and her fear that her daughters would be kidnapped, murdered, or raped. When the girls left for college, the harassment escalated—Norma called them obsessively, appeared at their apartments or jobs, threatened to kill herself if they did not return home. After a traumatic encounter, Mira and her sister were left with no choice but to change their names and sever all contact with Norma in order to stay safe. But while Mira pursued her career as an artist—exploring the ancient romance of Florence, the eerie mysticism of northern Norway, and the raw desert of Israel—the haunting memories of her mother were never far away. Then one day, a debilitating car accident changes Mira’s life forever. Struggling to recover from a traumatic brain injury, she was confronted with a need to recontextualize her life—she had to relearn how to paint, read, and interact with the outside world. In her search for a way back to her lost self, Mira reached out to the homeless shelter where she believed her mother was living and discovered that Norma was dying. Mira and her sister traveled to Cleveland, where they shared an extraordinary reconciliation with their mother that none of them had thought possible. At the hospital, Mira discovered a set of keys that opened a storage unit Norma had been keeping for seventeen years. Filled with family photos, childhood toys, and ephemera from Norma’s life, the storage unit brought back a flood of previous memories that Mira had thought were lost to her forever. The Memory Palace is a breathtaking literary memoir about the complex meaning of love, truth, and the capacity for forgiveness among family. Through stunning prose and original art created by the author in tandem with the text, The Memory Palace explores the connections between mother and daughter that cannot be broken no matter how much exists—or is lost—between them.","3,9",244,Biography & Autobiography
